"state","city","revenue"
MG,bertopolis,65.9
MG,betim,29992.31
MG,bias fortes,80.9
MG,bicas,727.65
MG,boa esperanca,1539.82
MG,bocaiuva,1618.27
MG,bom despacho,4680.53
MG,bom jardim de minas,866.87
MG,bom jesus da penha,85.89
MG,bom jesus do amparo,199.89
MG,bom jesus do galho,4795.29
MG,bom repouso,402.29
MG,bom sucesso,856.69
MG,bonfim,229.84
MG,bonfinopolis de minas,1387.2
MG,bonito de minas,99.99
MG,borda da mata,897.53
MG,botelhos,1240.01
MG,bras pires,76.8
MG,brasilandia de minas,76.25
MG,brasilia de minas,671.74
MG,brasopolis,99.99
MG,braunas,89.9
MG,brazopolis,856.13
MG,brejo bonito,139.9
MG,brumadinho,2258.23
MG,bueno brandao,172.02
MG,buenopolis,1450.38
MG,bugre,187.9
MG,buritis,1756.22
MG,buritizeiro,2987.99
MG,cabeceira grande,265.89
MG,cabo verde,458.79
MG,cachoeira da prata,169.8
MG,cachoeira de minas,497.4
MG,cachoeira de pajeu,428.8
MG,cachoeira do brumado,195.9
MG,cachoeira do campo,828.99
MG,cachoeira dourada,119.9
MG,caetanopolis,644.67
MG,caete,2482.97
MG,caiana,235.9
MG,cajuri,53.9
MG,caldas,489.7
MG,camacho,59.99
MG,camanducaia,2180.67
MG,cambui,3133.74
MG,cambuquira,340.76
MG,campanario,278.7
MG,campanha,598.79
MG,campestre,321.7
MG,campina verde,659.48
MG,campo alegre de minas,119.0
MG,campo azul,79.9
MG,campo belo,1836.34
MG,campo do meio,251.69
MG,campo florido,59.8
MG,campos altos,373.68
MG,campos gerais,544.06
MG,canaa,54.99
MG,canapolis,525.8
MG,candeias,888.29
MG,cantagalo,232.95
MG,caparao,49.9
MG,capela nova,89.77
MG,capelinha,2562.96
MG,capetinga,198.9
MG,capim branco,97.88
MG,capinopolis,1022.28
MG,capitao andrade,199.0
MG,capitao eneas,65.6
MG,capitolio,386.89
MG,caputira,454.28
MG,carai,481.87
MG,carandai,1143.5
MG,carangola,4592.0
MG,caratinga,9496.46
MG,carbonita,755.87
MG,careacu,116.13
MG,carlos chagas,150.79
MG,carmesia,241.1
MG,carmo da cachoeira,319.44
MG,carmo da mata,369.8
MG,carmo de minas,643.96
MG,carmo do cajuru,1638.44
MG,carmo do paranaiba,4008.64
MG,carmo do rio claro,1642.42
MG,carmopolis de minas,1629.78
MG,carneirinho,294.5
MG,carrancas,134.79
MG,carvalhopolis,240.33
MG,cascalho rico,69.0
MG,cassia,278.29
MG,cataguases,4584.86
MG,catas altas,1052.85
MG,caxambu,1770.63
MG,cedro do abaete,42.99
MG,central de santa helena,139.9
MG,centralina,29.99
MG,chacara,175.7
MG,chale,116.4
MG,chapada do norte,373.9
MG,chapada gaucha,391.69
MG,chaveslandia,233.79
MG,claraval,171.0
MG,claro dos pocoes,99.99
MG,claudio,3092.97
MG,cocais,259.0
MG,coimbra,38.9
MG,coluna,297.88
MG,comercinho,129.0
MG,conceicao da aparecida,866.08
MG,conceicao da ibitipoca,39.99
MG,conceicao das alagoas,1542.4
MG,conceicao das pedras,313.59
MG,conceicao do formoso,195.99
MG,conceicao do mato dentro,1317.91
MG,conceicao do para,694.99
MG,conceicao do rio verde,825.89
MG,conceicao dos ouros,632.78
MG,confins,389.0
MG,congonhal,455.84
MG,congonhas,2938.61
MG,conquista,453.88
MG,conselheiro lafaiete,9434.37
MG,conselheiro pena,2000.56
MG,contagem,49484.22
MG,coracao de jesus,123.9
MG,corinto,1362.86
MG,coroaci,338.9
MG,coromandel,2354.93
MG,coronel fabriciano,4170.73
MG,coronel murta,219.8
MG,coronel pacheco,99.9
MG,corrego danta,25.4
MG,corrego fundo,129.0
MG,crisolita,103.9
MG,cristais,208.7
MG,cristalia,418.7
MG,cristiano otoni,210.2
MG,cristina,1079.32
MG,crucilandia,17.0
MG,cruzeiro da fortaleza,114.9
MG,cruzilia,377.9
MG,cuite velho,19.99
MG,curvelo,5541.0
MG,datas,780.0
MG,delfim moreira,24.9
MG,delfinopolis,233.59
MG,descoberto,206.98
MG,desembargador otoni,169.99
MG,desterro de entre rios,39.9
MG,desterro do melo,24.9
MG,diamantina,2424.28
MG,diogo de vasconcelos,191.62
MG,dionisio,118.8
MG,divinesia,249.9
MG,divino,1338.49
MG,divino das laranjeiras,35.9
MG,divinolandia de minas,219.59
MG,divinopolis,35301.77
MG,divisa alegre,190.99
MG,divisa nova,689.9
MG,dom cavati,74.99
MG,dom joaquim,149.0
MG,dom silverio,392.24
MG,dom vicoso,272.3
MG,dona euzebia,316.89
MG,dores de campos,1308.14
MG,dores de guanhaes,57.9
MG,dores do indaia,744.57
MG,durande,117.49
MG,eloi mendes,1795.39
MG,engenheiro navarro,1997.0
MG,entre folhas,84.99
MG,entre rios de minas,1503.86
MG,ervalia,1076.83
MG,esmeraldas,1780.97
MG,espera feliz,3315.75
MG,espinosa,2705.09
MG,estevao de araujo,14.2
MG,estiva,10.9
MG,estrela do indaia,112.8
MG,estrela do sul,89.9
MG,eugenopolis,973.87
MG,ewbank da camara,79.99
MG,extrema,4492.03
MG,felicio dos santos,169.9
MG,felisburgo,99.9
MG,felixlandia,75.0
MG,ferros,119.6
MG,fervedouro,965.76
MG,florestal,299.5
MG,fonseca,89.65
MG,formiga,4407.94
MG,formoso,828.99
MG,francisco badaro,367.46
MG,francisco dumont,108.89
MG,francisco sa,532.8
MG,frei gaspar,74.9
MG,frei inocencio,644.29
MG,frei lagonegro,206.74
MG,fronteira,949.66
MG,fruta de leite,178.9
MG,frutal,3474.85
MG,gameleiras,423.89
MG,glaura,69.9
MG,goiabeira,259.98
MG,goiana,88.7
MG,goncalves,356.9
MG,gouveia,936.96
MG,governador valadares,19659.05
MG,grao mogol,899.8
MG,grupiara,129.94
MG,guanhaes,1931.45
MG,guape,176.96
MG,guaraciaba,199.8
MG,guaranesia,805.58
MG,guarani,2164.42
MG,guarara,501.99
MG,guarda-mor,83.9
MG,guaxupe,6081.17
MG,guidoval,364.9
MG,guimarania,523.9
MG,guinda,25.0
MG,guiricema,149.9
MG,iapu,383.15
MG,ibertioga,162.5
MG,ibia,1367.29
MG,ibiai,556.89
MG,ibiracatu,129.99
MG,ibiraci,507.8
MG,ibirite,7281.78
MG,icarai de minas,254.9
MG,igarape,1904.26
MG,igaratinga,253.52
MG,iguatama,358.9
MG,ilicinea,89.9
MG,imbe de minas,209.0
MG,inconfidentes,99.99
MG,indianopolis,28.99
MG,ingai,96.0
MG,inhapim,436.35
MG,inhauma,124.98
MG,inimutaba,266.7
MG,ipaba,1403.5
MG,ipanema,3727.77
MG,ipatinga,21882.32
MG,ipiacu,429.88
MG,ipuiuna,169.9
MG,irai de minas,414.89
MG,itabira,10544.49
MG,itabirinha,108.0
MG,itabirito,5078.13
MG,itacarambi,339.79
MG,itaguara,48.89
MG,itajuba,14115.6
MG,itamarandiba,1706.99
MG,itambacuri,601.77
MG,itamogi,229.9
MG,itamonte,883.15
MG,itanhandu,1899.98
MG,itanhomi,308.55
MG,itaobim,866.91
MG,itapagipe,265.49
MG,itapecerica,1363.28
MG,itapeva,275.7
MG,itatiaiucu,129.9
MG,itau de minas,364.45
MG,itauna,7942.95
MG,itinga,363.5
MG,itueta,448.89
MG,ituiutaba,5502.97
MG,iturama,1772.55
MG,itutinga,69.9
MG,jaboticatubas,767.3
MG,jacinto,113.99
MG,jacui,403.74
MG,jacutinga,2670.82
MG,jaguaracu,55.9
MG,jaiba,683.49
MG,jampruca,235.9
MG,janauba,2990.16
MG,januaria,3471.23
MG,japaraiba,108.9
MG,jeceaba,544.23
MG,jenipapo de minas,7.48
MG,jequeri,655.0
MG,jequitai,204.18
MG,jequitiba,636.9
MG,jequitinhonha,1372.37
MG,jesuania,327.98
MG,joaima,37.9
MG,joao monlevade,6959.85
MG,joao pinheiro,2475.31
MG,jordania,886.25
MG,juatuba,607.9
MG,juiz de fora,64520.87
MG,juruaia,380.78
MG,juvenilia,77.48
MG,ladainha,171.14
MG,lagoa da prata,1725.39
MG,lagoa dos patos,59.9
MG,lagoa dourada,586.78
MG,lagoa formosa,647.57
MG,lagoa grande,2060.89
MG,lagoa santa,8378.6
MG,lajinha,515.07
MG,lambari,1506.47
MG,lamim,89.9
MG,laranjal,289.0
MG,lavras,13297.75
MG,leandro ferreira,208.9
MG,leopoldina,1667.77
MG,liberdade,107.23
MG,lima duarte,764.88
MG,limeira do oeste,441.7
MG,luisburgo,246.98
MG,luizlandia do oeste,232.99
MG,luminarias,423.8
MG,luz,166.9
MG,machacalis,138.89
MG,machado,2761.92
MG,macuco de minas,199.0
MG,madre de deus de minas,362.96
MG,major porto,84.99
MG,malacacheta,1355.65
MG,mamonas,230.0
MG,manga,378.8
MG,manhuacu,8510.0
MG,manhumirim,2461.78
MG,mantena,1652.22
MG,mar de espanha,1014.72
MG,maravilhas,420.81
MG,maria da fe,305.55
MG,mariana,4416.58
MG,marilac,657.8
MG,mario campos,618.64
MG,martinesia,34.89
MG,martinho campos,415.2
MG,martins soares,408.79
MG,mata verde,1512.53
MG,materlandia,79.98
MG,mateus leme,574.27
MG,matias barbosa,2169.86
MG,matipo,491.19
MG,mato verde,420.43
MG,matozinhos,750.65
MG,matutina,134.89
MG,medeiros,279.49
MG,medina,579.19
MG,mendes pimentel,372.69
MG,mendonca,149.9
MG,merces,219.76
MG,mesquita,59.9
MG,minas novas,433.77
MG,minduri,19.9
MG,miradouro,49.9
MG,mirai,880.81
MG,miravania,35.0
MG,moeda,69.9
MG,moema,189.99
MG,monsenhor paulo,53.99
MG,montalvania,352.2
MG,monte alegre de minas,213.68
MG,monte azul,619.9
MG,monte belo,1109.78
MG,monte carmelo,3269.13
MG,monte formoso,72.99
MG,monte santo de minas,869.28
MG,monte siao,2530.28
MG,monte verde,343.1
MG,montes claros,26310.99
MG,montezuma,186.89
MG,morada nova de minas,658.89
MG,morro da garca,199.0
MG,morro do ferro,120.0
MG,morro do pilar,69.9
MG,morro vermelho,31.9
MG,munhoz,384.67
MG,muriae,11015.42
MG,mutum,1397.94
MG,muzambinho,665.8
MG,nacip raydan,74.9
MG,nanuque,2266.0
MG,natercia,39.9
MG,nazareno,161.8
MG,nepomuceno,610.94
MG,nova era,2074.71
MG,nova lima,20962.05
MG,nova ponte,1409.49
MG,nova resende,10.99
MG,nova serrana,7856.26
MG,novo cruzeiro,805.78
MG,novo oriente de minas,259.99
MG,olaria,79.9
MG,olhos d'agua,99.9
MG,oliveira,2579.0
MG,orizania,129.95
MG,ouro branco,4419.23
MG,ouro fino,2511.84
MG,ouro preto,6841.96
MG,ouro verde de minas,80.79
MG,padre carvalho,563.0
MG,padre paraiso,59.9
MG,paineiras,58.99
MG,pains,298.33
MG,paiva,146.2
MG,palma,415.89
MG,palmopolis,89.99
MG,papagaios,269.67
MG,para de minas,7162.08
MG,paracatu,8430.41
MG,paraguacu,1452.85
MG,paraisopolis,2101.66
MG,paraopeba,880.67
MG,passa quatro,1746.56
MG,passa tempo,120.0
MG,passos,4247.28
MG,patis,49.9
MG,patos de minas,16791.97
MG,patrocinio,6817.53
MG,patrocinio do muriae,94.8
MG,paula candido,129.0
MG,pavao,60.0
MG,pecanha,882.7
MG,pedra azul,416.12
MG,pedra do indaia,72.99
MG,pedra menina,23.4
MG,pedralva,743.97
MG,pedrinopolis,481.01
MG,pedro leopoldo,5057.01
MG,pequi,169.99
MG,perdigao,393.49
MG,perdizes,1163.31
MG,perdoes,603.88
MG,periquito,1526.0
MG,perpetuo socorro,149.89
MG,pescador,29.9
MG,piau,125.89
MG,piedade de caratinga,662.07
MG,piedade do rio grande,362.78
MG,piedade dos gerais,392.88
MG,pimenta,233.99
MG,pingo-d'agua,369.48
MG,pinhotiba,59.9
MG,piracema,149.0
MG,pirajuba,135.9
MG,piranga,316.19
MG,piranguinho,1475.65
MG,pirapetinga,486.39
MG,pirapora,6803.07
MG,pirauba,247.77
MG,pitangui,2517.23
MG,piumhi,195.73
MG,piumhii,3707.31
MG,planura,102.16
MG,poco fundo,933.99
MG,pocoes de paineiras,102.89
MG,pocos de caldas,16808.56
MG,pocrane,172.99
MG,pompeu,1055.18
MG,ponte nova,7106.89
MG,ponto do marambaia,13.7
MG,ponto dos volantes,41.4
MG,porteirinha,282.69
MG,porto firme,153.61
MG,pote,506.9
MG,pouso alegre,21372.21
MG,pouso alto,251.0
MG,prados,204.79
MG,prata,1044.58
MG,pratapolis,49.99
MG,presidente kubitschek,115.43
MG,presidente olegario,412.91
MG,prudente de morais,338.99
MG,quatituba,105.0
MG,queixada,59.0
MG,raposos,1009.52
MG,raul soares,1115.51
MG,ravena,69.99
MG,recreio,264.98
MG,resende costa,224.79
MG,resplendor,739.06
MG,ressaquinha,189.9
MG,riachinho,82.34
MG,riacho dos machados,284.0
MG,ribeirao das neves,12674.44
MG,ribeirao vermelho,275.7
MG,ribeiro junqueira,149.0
MG,rio acima,513.66
MG,rio casca,317.43
MG,rio doce,66.0
MG,rio espera,149.9
MG,rio manso,815.56
MG,rio novo,536.79
MG,rio paranaiba,680.27
MG,rio pardo de minas,597.69
MG,rio piracicaba,512.75
MG,rio pomba,1192.86
MG,rio preto,161.68
MG,ritapolis,145.69
MG,rodeiro,409.4
MG,romaria,264.9
MG,rubelita,57.89
MG,rubim,213.89
MG,sabara,4481.78
MG,sabinopolis,317.08
MG,sacramento,1986.57
MG,salinas,4986.77
MG,salto da divisa,116.98
MG,santa barbara,5118.21
MG,santa cruz de minas,578.89
MG,santa cruz de salinas,220.9
MG,santa cruz do prata,128.9
MG,santa fe de minas,159.9
MG,santa helena de minas,248.34
MG,santa juliana,2622.39
MG,santa luzia,11566.46
MG,santa margarida,362.9
MG,santa maria de itabira,462.3
MG,santa maria do salto,38.0
MG,santa maria do suacui,454.9
MG,santa rita de caldas,746.28
MG,santa rita de jacutinga,29.99
MG,santa rita de minas,367.67
MG,santa rita do ibitipoca,184.7
MG,santa rita do itueto,59.9
MG,santa rita do sapucai,3910.7
MG,santa vitoria,4083.77
MG,santana da vargem,269.95
MG,santana de pirapama,49.9
MG,santana do capivari,25.0
MG,santana do deserto,190.9
MG,santana do jacare,1685.79
MG,santana do manhuacu,228.89
MG,santana do paraiso,2696.82
MG,santana dos montes,241.0
MG,santo antonio do amparo,376.72
MG,santo antonio do aventureiro,77.99
MG,santo antonio do grama,239.9
MG,santo antonio do itambe,225.06
MG,santo antonio do jacinto,505.49
MG,santo antonio do monte,1959.11
MG,santo antonio do rio abaixo,6.0
MG,santo antonio dos campos,159.0
MG,santo hipolito,104.4
MG,santos dumont,2056.3
MG,sao benedito,52.64
MG,sao bento abade,16.0
MG,sao bras do suacui,95.99
MG,sao domingos,59.9
MG,sao domingos das dores,104.9
MG,sao domingos do prata,337.89
MG,sao felix de minas,388.9
MG,sao francisco,1193.62
MG,sao francisco de paula,78.89
MG,sao francisco do gloria,69.9
MG,sao francisco do humaita,170.8
MG,sao geraldo,423.78
MG,sao geraldo da piedade,139.8
MG,sao geraldo do baguari,117.3
MG,sao goncalo do abaete,177.99
MG,sao goncalo do para,734.9
MG,sao goncalo do rio abaixo,802.2
MG,sao goncalo do rio das pedras,169.0
MG,sao goncalo do rio preto,328.19
MG,sao goncalo do sapucai,1202.5
MG,sao gotardo,2479.38
MG,sao joao batista do gloria,359.6
MG,sao joao da mata,174.78
MG,sao joao da ponte,461.84
MG,sao joao das missoes,119.99
MG,sao joao del rei,8297.97
MG,sao joao do manhuacu,154.8
MG,sao joao do manteninha,474.89
MG,sao joao do oriente,279.9
MG,sao joao do paraiso,349.5
MG,sao joao evangelista,1227.66
MG,sao joao nepomuceno,2594.0
MG,sao joaquim de bicas,1663.28
MG,sao jose da barra,987.14
MG,sao jose da lapa,1086.58
MG,sao jose do divino,148.0
MG,sao jose do goiabal,202.9
MG,sao lourenco,4166.89
MG,sao mateus de minas,59.88
MG,sao miguel do anta,173.59
MG,sao pedro da uniao,286.89
MG,sao pedro dos ferros,763.79
MG,sao romao,388.49
MG,sao roque de minas,169.89
MG,sao sebastiao do maranhao,206.79
MG,sao sebastiao do paraiso,4800.05
MG,sao sebastiao do rio verde,278.0
MG,sao thome das letras,52.8
MG,sao tiago,499.27
MG,sao tomas de aquino,309.8
MG,sao vitor,99.9
MG,sapucai-mirim,569.79
MG,sapucaia,77.9
MG,sardoa,119.9
MG,sarzedo,987.93
MG,senador amaral,179.46
MG,senador cortes,298.0
MG,senador firmino,138.57
MG,senador modestino goncalves,119.32
MG,senhora de oliveira,116.9
MG,senhora dos remedios,29.99
MG,sericita,216.32
MG,serra azul de minas,344.99
MG,serra bonita,169.99
MG,serra do salitre,49.99
MG,serra dos aimores,351.82
MG,serrania,345.89
MG,serranopolis de minas,119.9
MG,serro,837.89
MG,sete lagoas,17308.35
MG,setubinha,265.89
MG,silvano,99.99
MG,silveira carvalho,28.9
MG,silvianopolis,132.5
MG,simao pereira,149.0
MG,simonesia,1295.88
MG,sobralia,24.9
MG,soledade de minas,190.04
MG,tabuleiro,324.89
MG,taiobeiras,2684.71
MG,taparuba,89.0
MG,taquaracu de minas,358.0
MG,tarumirim,775.49
MG,teixeiras,483.58
MG,teofilo otoni,7744.23
MG,timoteo,7783.77
MG,tiradentes,510.86
MG,tiros,175.89
MG,tocantins,681.38
MG,tocos do moji,55.0
MG,tombos,387.69
MG,tres coracoes,4493.83
MG,tres marias,840.44
MG,tres pontas,2293.71
MG,tumiritinga,459.0
MG,tupaciguara,1331.21
MG,tuparece,13.5
MG,turmalina,1229.69
MG,turvolandia,143.9
MG,uba,6369.76
MG,ubai,43.5
MG,ubaporanga,288.78
MG,uberaba,28688.24
MG,uberlandia,48072.08
MG,umburatiba,109.99
MG,unai,6825.39
MG,uniao de minas,87.09
MG,uruana de minas,17.9
MG,urucania,149.0
MG,urucuia,149.99
MG,vargem alegre,244.99
MG,vargem grande do rio pardo,270.0
MG,varginha,14043.12
MG,varjao de minas,105.8
MG,varzea da palma,2171.77
MG,varzelandia,218.89
MG,vazante,1549.63
MG,verissimo,294.12
MG,vermelho,98.0
MG,vermelho novo,33.87
MG,vespasiano,6172.59
MG,vicosa,16401.25
MG,vieiras,325.0
MG,vila pereira,92.8
MG,virgem da lapa,737.9
MG,virginia,35.9
MG,virginopolis,881.64
MG,virgolandia,380.0
MG,visconde do rio branco,1557.34
MG,vitorinos,89.99
MG,volta grande,308.38
MS,agua clara,219.89
MS,alcinopolis,711.16
MS,amambai,751.98
MS,anastacio,116.9
MS,anaurilandia,69.99
MS,angelica,53.9
MS,anhandui,69.0
MS,aparecida do taboado,2531.9
MS,aquidauana,197.7
MS,bandeirantes,89.9
MS,bataguassu,613.0
MS,bataipora,135.3
MS,bataypora,256.89
MS,bela vista,466.38
MS,bodoquena,428.0
MS,bonito,991.47
MS,brasilandia,59.9
MS,caarapo,1310.49
MS,camapua,621.29
MS,campo grande,57121.67
MS,caracol,94.0
MS,cassilandia,1524.5
MS,chapadao do sul,1569.79
MS,corguinho,225.41
MS,coronel sapucaia,89.9
MS,corumba,4700.17
MS,costa rica,1043.66
MS,coxim,1598.75
MS,deodapolis,76.8
MS,dois irmaos do buriti,826.9
MS,dourados,8907.7
MS,eldorado,25.9
MS,fatima do sul,1436.29
MS,gloria de dourados,45.8
MS,guia lopes da laguna,29.99
MS,inocencia,36.9
MS,itapora,197.88
MS,itaquirai,272.9
MS,ivinhema,243.69
MS,jaraguari,75.0
MS,jardim,256.0
MS,juti,631.79
MS,ladario,372.59
MS,maracaju,2791.96
MS,miranda,273.8
MS,mundo novo,667.99
MS,navirai,1910.88
MS,nova alvorada do sul,380.85
MS,nova andradina,2194.87
MS,paraiso das aguas,34.99
MS,paranaiba,1616.23
MS,paranhos,279.0
MS,pedro gomes,113.0
MS,ponta pora,4038.51
MS,porto murtinho,55.0
MS,prudencio thomaz,32.99
MS,ribas do rio pardo,47.9
MS,rio brilhante,972.28
MS,rio negro,319.9
MS,sanga puita,36.9
MS,sao gabriel do oeste,526.72
MS,sidrolandia,1557.76
MS,sonora,57.98
MS,tacuru,120.0
MS,terenos,62.89
MS,tres lagoas,7431.32
MS,vicentina,189.9
MT,agua boa,2758.87
MT,alta floresta,3495.55
MT,alto araguaia,1085.73
MT,alto boa vista,418.0
MT,alto garcas,258.8
MT,alto taquari,750.88
MT,apiacas,28.99
MT,araputanga,517.45
MT,arenapolis,328.85
MT,aripuana,1124.78
MT,barra do bugres,840.25
MT,barra do garcas,4076.2
MT,bom jesus do araguaia,1199.9
MT,caceres,4750.19
MT,campinapolis,324.86
MT,campo novo do parecis,4970.79
MT,campo verde,781.38
MT,campos de julio,934.8
MT,canarana,1103.73
MT,carlinda,204.9
MT,castanheira,128.98
MT,chapada dos guimaraes,754.8
MT,claudia,302.68
MT,cocalinho,418.87
MT,colider,2161.73
MT,colniza,718.97
MT,comodoro,2245.02
MT,confresa,1065.65
MT,conquista d'oeste,89.99
MT,cotriguacu,167.66
MT,cuiaba,38843.38
MT,curvelandia,189.0
MT,denise,507.0
MT,diamantino,386.49
MT,dom aquino,449.8
MT,feliz natal,259.99
MT,figueiropolis d'oeste,77.98
MT,gaucha do norte,136.48
MT,guaranta do norte,393.87
MT,ipiranga do norte,95.0
MT,itanhanga,69.99
MT,itauba,1420.98
MT,itiquira,133.0
MT,jaciara,185.7
MT,jauru,613.79
MT,juara,378.49
MT,juina,4695.32
MT,juruena,319.9
MT,juscimeira,123.8
MT,lucas do rio verde,5807.76
MT,matupa,871.17
MT,mirassol d'oeste,1912.02
MT,nobres,41.99
MT,nortelandia,174.9
MT,nova bandeirantes,548.51
MT,nova canaa do norte,149.78
MT,nova guarita,25.0
MT,nova lacerda,339.74
MT,nova monte verde,245.79
MT,nova mutum,571.38
MT,nova olimpia,168.0
MT,nova ubirata,99.9
MT,nova xavantina,3274.69
MT,novo mundo,59.15
MT,novo sao joaquim,292.6
MT,paranaita,1858.75
MT,paranatinga,2463.29
MT,pedra preta,539.89
MT,peixoto de azevedo,357.7
MT,pontes e lacerda,1556.77
MT,porto alegre do norte,410.0
MT,porto dos gauchos,609.0
MT,porto esperidiao,234.8
MT,porto estrela,129.9
MT,poxoreu,128.57
MT,primavera do leste,6232.81
MT,querencia,2302.62
MT,reserva do cabacal,383.9
MT,ribeirao cascalheira,29.9
MT,ribeiraozinho,299.98
MT,rio branco,133.88
MT,rondonopolis,12243.04
MT,salto do ceu,140.39
MT,santo antonio do leste,149.0
MT,santo antonio do leverger,97.0
MT,sao felix do araguaia,98.8
MT,sao jose do rio claro,298.0
MT,sao jose do xingu,49.3
MT,sao jose dos quatro marcos,226.99
MT,sapezal,964.82
MT,sinop,6474.65
MT,sorriso,3342.75
MT,tabapora,214.9
MT,tangara da serra,3970.6
MT,tapurah,125.0
MT,terra nova do norte,408.8
MT,uniao do sul,220.7
MT,varzea grande,7043.05
MT,vera,262.79
MT,vila bela da santissima trindade,29.99
MT,vila rica,221.82
PA,abaetetuba,4028.57
PA,altamira,5168.15
PA,ananindeua,17886.24
PA,augusto correa,347.99
PA,aurora do para,78.0
PA,barcarena,1084.17
PA,belem,80078.49
PA,benevides,228.89
PA,bom jesus do tocantins,407.9
PA,bonito,304.9
PA,braganca,1083.96
PA,brasil novo,304.9
PA,breu branco,481.74
PA,breves,609.0
PA,cameta,392.8
PA,canaa dos carajas,1565.93
PA,capanema,497.88
PA,capitao poco,405.38
PA,carajas,483.22
PA,castanhal,3628.62
PA,conceicao do araguaia,1143.89
PA,concordia do para,929.78
PA,curralinho,188.76
PA,curuca,524.7
PA,dom eliseu,343.87
PA,floresta do araguaia,129.99
PA,garrafao do norte,662.89
PA,goianesia do para,861.99
PA,hidreletrica tucurui,564.78
PA,igarape-acu,69.0
PA,igarape-miri,27.99
PA,ipixuna do para,188.0
PA,itaituba,243.88
PA,itupiranga,399.0
PA,jacareacanga,49.0
PA,jacunda,1601.71
PA,juruti,49.9
PA,mae do rio,148.89
PA,maraba,3597.17
PA,marituba,1235.09
PA,medicilandia,8.99
PA,mocajuba,59.9
PA,moju,242.88
PA,mojui dos campos,119.59
PA,monte alegre,98.0
PA,morada nova,59.99
PA,murucupi,129.9
PA,nova esperanca do piria,2199.0
PA,nova ipixuna,328.0
PA,nova timboteua,99.9
PA,novo progresso,2039.31
PA,novo repartimento,155.0
PA,oeiras do para,178.65
PA,ourem,31.9
PA,ourilandia do norte,1710.08
PA,pacaja,2651.06
PA,paragominas,2182.65
PA,parauapebas,4092.06
PA,pau d'arco,48.9
PA,picarra,1014.6
PA,placas,220.29
PA,porto trombetas,241.8
PA,quatro bocas,1486.99
PA,redencao,1423.25
PA,rio maria,352.88
PA,rondon do para,2150.23
PA,santa barbara do para,179.96
PA,santa isabel do para,741.77
PA,santa maria do para,106.99
PA,santana do araguaia,1190.8
PA,santarem,5298.66
PA,santo antonio do taua,32.9
PA,sao domingos do araguaia,227.0
PA,sao felix do xingu,1382.7
PA,sao joao de pirabas,228.89
PA,sao miguel do guama,1240.79
PA,sao sebastiao da boa vista,198.9
PA,senador jose porfirio,6.0
PA,tailandia,2113.18
PA,tome-acu,24.99
PA,tracuateua,13.98
PA,tucuma,1150.25
PA,tucurui,5096.7
PA,ulianopolis,27.3
PA,uruara,962.4
PA,vigia,248.79
PA,vila dos cabanos,451.23
PA,viseu,301.0
PA,xinguara,1282.22
PB,agua branca,204.99
PB,alagoa grande,139.99
PB,alagoa nova,113.0
PB,alagoinha,269.9
PB,alhandra,1037.0
PB,arara,109.9
PB,araruna,129.9
PB,areia,119.8
PB,areial,159.9
PB,aroeiras,149.99
PB,assuncao,80.0
PB,bananeiras,295.24
PB,barra de santa rosa,400.4
PB,bayeux,758.15
PB,belem,330.0
PB,bonito de santa fe,119.6
PB,brejo do cruz,1160.0
PB,brejo dos santos,89.99
PB,cabedelo,1213.95
PB,cajazeiras,1818.16
PB,caldas brandao,139.0
PB,campina grande,17500.53
PB,catole do rocha,3742.59
PB,conceicao,114.49
PB,coremas,284.69
PB,cubati,135.89
PB,cuite,678.89
PB,curral de cima,199.0
PB,desterro,559.0
PB,esperanca,1720.38
PB,fagundes,198.9
PB,frei martinho,268.9
PB,guarabira,1239.68
PB,ibiara,278.0
PB,imaculada,340.89
PB,inga,130.0
PB,itaporanga,263.8
PB,jacarau,47.81
PB,jerico,75.0
PB,joao pessoa,53164.81
PB,junco do serido,239.89
PB,juripiranga,69.99
PB,juru,890.0
PB,lagoa,110.0
PB,livramento,269.9
PB,lucena,89.0
PB,mae d'agua,39.89
PB,mamanguape,969.75
PB,manaira,90.0
PB,mari,264.55
PB,montadas,84.99
PB,nova floresta,129.6
PB,passagem,1199.0
PB,patos,4036.65
PB,paulista,475.6
PB,pedra branca,44.99
PB,pedra lavrada,50.0
PB,pedras de fogo,159.99
PB,pianco,2200.0
PB,picui,107.99
PB,pilar,58.99
PB,pirpirituba,1340.0
PB,pitanga de estrada,120.0
PB,pitimbu,388.9
PB,pocinhos,223.8
PB,pombal,1577.5
PB,prata,54.9
PB,princesa isabel,258.0
PB,puxinana,219.0
PB,queimadas,1422.9
PB,remigio,149.9
PB,riacho de santo antonio,129.9
PB,rio tinto,439.9
PB,santa cecilia,149.9
PB,santa luzia,285.3
PB,santa rita,1541.65
PB,santo andre,54.9
PB,sao bentinho,35.0
PB,sao bento,579.89
PB,sao francisco,89.0
PB,sao jose dos cordeiros,180.0
PB,sao mamede,86.0
PB,sape,1959.99
PB,serra branca,84.9
PB,solanea,440.0
PB,soledade,258.9
PB,sousa,1042.59
PB,sume,248.89
PB,teixeira,34.9
PB,triunfo,159.9
PB,uirauna,199.9
PB,varzea,98.99
PE,abreu e lima,2376.95
PE,afogados da ingazeira,1345.98
PE,afranio,357.9
PE,agrestina,1989.0
PE,agua preta,129.99
PE,aguas belas,769.87
PE,alianca,64.99
